domain_name,target_series,stage_order,forecast_stage,target_period,selected_model,forecast_date,actual_release_date,interval_method,is_primary,eligible_h4,nominal_coverage,point_forecast,actual,forecast_error,prior_observable_error_count,calibration_window_count,minimum_prior_errors,calibration_window,calibration_cutoff_target_period,max_calibration_release_date,interval_half_width,lower_80,upper_80,interval_width,interval_covered,violation,lower_miss,upper_miss,interval_score
GDP,GDPC1,1,early_quarter,2023Q2,Dynamic Factor Model,2023-04-15,2023-07-27,rolling_q80,1,1,0.8,2.4868470617010976,2.3856035174837587,-0.10124354421733894,32,20,12,20,2022Q4,2023-01-26,4.598092376440155,-2.1112453147390573,7.0849394381412525,9.19618475288031,1,0,0,0,9.19618475288031
GDP,GDPC1,1,early_quarter,2023Q2,Dynamic Factor Model,2023-04-15,2023-07-27,gaussian_rmse,0,1,0.8,2.4868470617010976,2.3856035174837587,-0.10124354421733894,32,20,12,20,2022Q4,2023-01-26,11.736281622079481,-9.249434560378383,14.22312868378058,23.472563244158962,1,0,0,0,23.472563244158962
GDP,GDPC1,1,early_quarter,2023Q3,Dynamic Factor Model,2023-07-15,2023-10-26,rolling_q80,1,1,0.8,2.4301648462742493,4.762763859133656,2.332599012859407,33,20,12,20,2023Q1,2023-04-27,4.598092376440155,-2.1679275301659056,7.028257222714404,9.19618475288031,1,0,0,0,9.19618475288031
GDP,GDPC1,1,early_quarter,2023Q3,Dynamic Factor Model,2023-07-15,2023-10-26,gaussian_rmse,0,1,0.8,2.4301648462742493,4.762763859133656,2.332599012859407,33,20,12,20,2023Q1,2023-04-27,11.742750399394499,-9.31258555312025,14.172915245668747,23.485500798788998,1,0,0,0,23.485500798788998
GDP,GDPC1,1,early_quarter,2023Q4,Dynamic Factor Model,2023-10-15,2024-01-25,rolling_q80,1,1,0.8,2.456753468889968,3.226814258368904,0.770060789478936,34,20,12,20,2023Q2,2023-07-27,4.598092376440155,-2.1413389075501867,7.054845845330123,9.19618475288031,1,0,0,0,9.19618475288031
GDP,GDPC1,1,early_quarter,2023Q4,Dynamic Factor Model,2023-10-15,2024-01-25,gaussian_rmse,0,1,0.8,2.456753468889968,3.226814258368904,0.770060789478936,34,20,12,20,2023Q2,2023-07-27,11.736717077070969,-9.279963608181001,14.193470545960936,23.473434154141938,1,0,0,0,23.473434154141938
GDP,GDPC1,1,early_quarter,2024Q1,Dynamic Factor Model,2024-01-15,2024-04-25,rolling_q80,1,1,0.8,2.6107423850476468,1.5773785873641089,-1.033363797683538,35,20,12,20,2023Q3,2023-10-26,4.598092376440155,-1.9873499913925081,7.208834761487802,9.19618475288031,1,0,0,0,9.19618475288031
GDP,GDPC1,1,early_quarter,2024Q1,Dynamic Factor Model,2024-01-15,2024-04-25,gaussian_rmse,0,1,0.8,2.6107423850476468,1.5773785873641089,-1.033363797683538,35,20,12,20,2023Q3,2023-10-26,11.752811486326182,-9.142069101278535,14.36355387137383,23.505622972652365,1,0,0,0,23.505622972652365
GDP,GDPC1,1,early_quarter,2024Q2,Dynamic Factor Model,2024-04-15,2024-07-25,rolling_q80,1,1,0.8,2.7778115888870167,2.802039266677525,0.024227677790508384,36,20,12,20,2023Q4,2024-01-25,4.598092376440155,-1.8202807875531382,7.375903965327172,9.19618475288031,1,0,0,0,9.19618475288031
GDP,GDPC1,1,early_quarter,2024Q2,Dynamic Factor Model,2024-04-15,2024-07-25,gaussian_rmse,0,1,0.8,2.7778115888870167,2.802039266677525,0.024227677790508384,36,20,12,20,2023Q4,2024-01-25,11.754407748759158,-8.976596159872141,14.532219337646175,23.508815497518317,1,0,0,0,23.508815497518317
GDP,GDPC1,1,early_quarter,2024Q3,Dynamic Factor Model,2024-07-15,2024-10-30,rolling_q80,1,1,0.8,2.4147085887846713,2.7863912480171393,0.371682659232468,37,20,12,20,2024Q1,2024-04-25,4.598092376440155,-2.1833837876554836,7.012800965224827,9.19618475288031,1,0,0,0,9.19618475288031
GDP,GDPC1,1,early_quarter,2024Q3,Dynamic Factor Model,2024-07-15,2024-10-30,gaussian_rmse,0,1,0.8,2.4147085887846713,2.7863912480171393,0.371682659232468,37,20,12,20,2024Q1,2024-04-25,11.757276600938651,-9.34256801215398,14.171985189723323,23.514553201877302,1,0,0,0,23.514553201877302
GDP,GDPC1,1,early_quarter,2024Q4,Dynamic Factor Model,2024-10-15,2025-01-30,rolling_q80,1,1,0.8,2.8399705638099797,2.2264988560046106,-0.6134717078053691,38,20,12,20,2024Q2,2024-07-25,4.598092376440155,-1.7581218126301752,7.438062940250134,9.19618475288031,1,0,0,0,9.19618475288031
GDP,GDPC1,1,early_quarter,2024Q4,Dynamic Factor Model,2024-10-15,2025-01-30,gaussian_rmse,0,1,0.8,2.8399705638099797,2.2264988560046106,-0.6134717078053691,38,20,12,20,2024Q2,2024-07-25,11.757025973688302,-8.917055409878323,14.596996537498281,23.514051947376604,1,0,0,0,23.514051947376604
GDP,GDPC1,1,early_quarter,2025Q1,Dynamic Factor Model,2025-01-15,2025-04-30,rolling_q80,1,1,0.8,2.7735007573044714,-0.27643155746019943,-3.049932314764671,39,20,12,20,2024Q3,2024-10-30,4.598092376440155,-1.8245916191356835,7.371593133744627,9.19618475288031,1,0,0,0,9.19618475288031
GDP,GDPC1,1,early_quarter,2025Q1,Dynamic Factor Model,2025-01-15,2025-04-30,gaussian_rmse,0,1,0.8,2.7735007573044714,-0.27643155746019943,-3.049932314764671,39,20,12,20,2024Q3,2024-10-30,11.755514986552726,-8.982014229248254,14.529015743857197,23.51102997310545,1,0,0,0,23.51102997310545
GDP,GDPC1,1,early_quarter,2025Q2,Dynamic Factor Model,2025-04-15,2025-07-30,rolling_q80,1,1,0.8,2.4835642539617417,2.925051983265803,0.4414877293040611,40,20,12,20,2024Q4,2025-01-30,4.598092376440155,-2.114528122478413,7.081656630401897,9.19618475288031,1,0,0,0,9.19618475288031
GDP,GDPC1,1,early_quarter,2025Q2,Dynamic Factor Model,2025-04-15,2025-07-30,gaussian_rmse,0,1,0.8,2.4835642539617417,2.925051983265803,0.4414877293040611,40,20,12,20,2024Q4,2025-01-30,11.755865277630427,-9.272301023668685,14.239429531592169,23.511730555260854,1,0,0,0,23.511730555260854
GDP,GDPC1,1,early_quarter,2025Q3,Dynamic Factor Model,2025-07-15,2025-12-23,rolling_q80,1,1,0.8,2.545158465407462,4.2511297453771135,1.7059712799696514,41,20,12,20,2025Q1,2025-04-30,4.474129321713301,-1.9289708563058388,7.0192877871207635,8.948258643426602,1,0,0,0,8.948258643426602
GDP,GDPC1,1,early_quarter,2025Q3,Dynamic Factor Model,2025-07-15,2025-12-23,gaussian_rmse,0,1,0.8,2.545158465407462,4.2511297453771135,1.7059712799696514,41,20,12,20,2025Q1,2025-04-30,11.590103993532662,-9.044945528125199,14.135262458940124,23.180207987065323,1,0,0,0,23.180207987065323
GDP,GDPC1,1,early_quarter,2025Q4,Dynamic Factor Model,2025-10-15,2026-02-20,rolling_q80,1,1,0.8,1.962860695264586,1.4125209345351664,-0.5503397607294196,42,20,12,20,2025Q2,2025-07-30,3.628918197353875,-1.6660575020892892,5.591778892618461,7.25783639470775,1,0,0,0,7.25783639470775
GDP,GDPC1,1,early_quarter,2025Q4,Dynamic Factor Model,2025-10-15,2026-02-20,gaussian_rmse,0,1,0.8,1.962860695264586,1.4125209345351664,-0.5503397607294196,42,20,12,20,2025Q2,2025-07-30,6.137550123287403,-4.174689428022816,8.100410818551989,12.275100246574805,1,0,0,0,12.275100246574805
GDP,GDPC1,1,early_quarter,2026Q1,Dynamic Factor Model,2026-01-15,2026-04-30,rolling_q80,1,1,0.8,2.519379865879302,1.970185534602109,-0.5491943312771927,43,20,12,20,2025Q3,2025-12-23,3.380350568514338,-0.860970702635036,5.899730434393639,6.760701137028676,1,0,0,0,6.760701137028676
GDP,GDPC1,1,early_quarter,2026Q1,Dynamic Factor Model,2026-01-15,2026-04-30,gaussian_rmse,0,1,0.8,2.519379865879302,1.970185534602109,-0.5491943312771927,43,20,12,20,2025Q3,2025-12-23,2.840558242253226,-0.3211783763739242,5.359938108132528,5.681116484506452,1,0,0,0,5.681116484506452
GDP,GDPC1,2,after_month_1,2023Q2,Dynamic Factor Model,2023-05-15,2023-07-27,rolling_q80,1,1,0.8,2.4992570090371475,2.3856035174837587,-0.11365349155338889,33,20,12,20,2023Q1,2023-04-27,5.288439419981249,-2.7891824109441017,7.787696429018396,10.576878839962498,1,0,0,0,10.576878839962498
GDP,GDPC1,2,after_month_1,2023Q2,Dynamic Factor Model,2023-05-15,2023-07-27,gaussian_rmse,0,1,0.8,2.4992570090371475,2.3856035174837587,-0.11365349155338889,33,20,12,20,2023Q1,2023-04-27,8.52584099630428,-6.0265839872671325,11.025098005341428,17.05168199260856,1,0,0,0,17.05168199260856
GDP,GDPC1,2,after_month_1,2023Q3,Dynamic Factor Model,2023-08-15,2023-10-26,rolling_q80,1,1,0.8,2.548113660481311,4.762763859133656,2.2146501986523455,34,20,12,20,2023Q2,2023-07-27,5.288439419981249,-2.7403257594999384,7.83655308046256,10.576878839962498,1,0,0,0,10.576878839962498
GDP,GDPC1,2,after_month_1,2023Q3,Dynamic Factor Model,2023-08-15,2023-10-26,gaussian_rmse,0,1,0.8,2.548113660481311,4.762763859133656,2.2146501986523455,34,20,12,20,2023Q2,2023-07-27,8.524235578695304,-5.976121918213993,11.072349239176615,17.04847115739061,1,0,0,0,17.04847115739061
GDP,GDPC1,2,after_month_1,2023Q4,Dynamic Factor Model,2023-11-15,2024-01-25,rolling_q80,1,1,0.8,2.5015111157239915,3.226814258368904,0.7253031426449126,35,20,12,20,2023Q3,2023-10-26,5.288439419981249,-2.7869283042572577,7.789950535705241,10.576878839962498,1,0,0,0,10.576878839962498
GDP,GDPC1,2,after_month_1,2023Q4,Dynamic Factor Model,2023-11-15,2024-01-25,gaussian_rmse,0,1,0.8,2.5015111157239915,3.226814258368904,0.7253031426449126,35,20,12,20,2023Q3,2023-10-26,8.545460287983353,-6.043949172259362,11.046971403707344,17.090920575966706,1,0,0,0,17.090920575966706
GDP,GDPC1,2,after_month_1,2024Q1,Dynamic Factor Model,2024-02-15,2024-04-25,rolling_q80,1,1,0.8,2.716816921898138,1.5773785873641089,-1.139438334534029,36,20,12,20,2023Q4,2024-01-25,5.288439419981249,-2.5716224980831113,8.005256341879388,10.5768788399625,1,0,0,0,10.5768788399625
GDP,GDPC1,2,after_month_1,2024Q1,Dynamic Factor Model,2024-02-15,2024-04-25,gaussian_rmse,0,1,0.8,2.716816921898138,1.5773785873641089,-1.139438334534029,36,20,12,20,2023Q4,2024-01-25,8.545727857581129,-5.828910935682991,11.262544779479267,17.091455715162258,1,0,0,0,17.091455715162258
GDP,GDPC1,2,after_month_1,2024Q2,Dynamic Factor Model,2024-05-15,2024-07-25,rolling_q80,1,1,0.8,2.4160073852916923,2.802039266677525,0.3860318813858328,37,20,12,20,2024Q1,2024-04-25,5.288439419981249,-2.872432034689557,7.704446805272942,10.576878839962498,1,0,0,0,10.576878839962498
GDP,GDPC1,2,after_month_1,2024Q2,Dynamic Factor Model,2024-05-15,2024-07-25,gaussian_rmse,0,1,0.8,2.4160073852916923,2.802039266677525,0.3860318813858328,37,20,12,20,2024Q1,2024-04-25,8.546006129255149,-6.129998743963457,10.962013514546841,17.092012258510298,1,0,0,0,17.092012258510298
GDP,GDPC1,2,after_month_1,2024Q3,Dynamic Factor Model,2024-08-15,2024-10-30,rolling_q80,1,1,0.8,1.8813085519709605,2.7863912480171393,0.9050826960461789,38,20,12,20,2024Q2,2024-07-25,5.288439419981249,-3.407130868010289,7.1697479719522095,10.576878839962498,1,0,0,0,10.576878839962498
GDP,GDPC1,2,after_month_1,2024Q3,Dynamic Factor Model,2024-08-15,2024-10-30,gaussian_rmse,0,1,0.8,1.8813085519709605,2.7863912480171393,0.9050826960461789,38,20,12,20,2024Q2,2024-07-25,8.546424926413277,-6.6651163744423165,10.427733478384237,17.092849852826554,1,0,0,0,17.092849852826554
GDP,GDPC1,2,after_month_1,2024Q4,Dynamic Factor Model,2024-11-15,2025-01-30,rolling_q80,1,1,0.8,2.495885241977635,2.2264988560046106,-0.26938638597302456,39,20,12,20,2024Q3,2024-10-30,5.288439419981249,-2.792554178003614,7.784324661958884,10.576878839962498,1,0,0,0,10.576878839962498
GDP,GDPC1,2,after_month_1,2024Q4,Dynamic Factor Model,2024-11-15,2025-01-30,gaussian_rmse,0,1,0.8,2.495885241977635,2.2264988560046106,-0.26938638597302456,39,20,12,20,2024Q3,2024-10-30,8.548873172950067,-6.0529879309724315,11.044758414927703,17.097746345900134,1,0,0,0,17.097746345900134
GDP,GDPC1,2,after_month_1,2025Q1,Dynamic Factor Model,2025-02-15,2025-04-30,rolling_q80,1,1,0.8,2.9832929871803047,-0.27643155746019943,-3.259724544640504,40,20,12,20,2024Q4,2025-01-30,5.288439419981249,-2.3051464328009446,8.271732407161554,10.576878839962498,1,0,0,0,10.576878839962498
GDP,GDPC1,2,after_month_1,2025Q1,Dynamic Factor Model,2025-02-15,2025-04-30,gaussian_rmse,0,1,0.8,2.9832929871803047,-0.27643155746019943,-3.259724544640504,40,20,12,20,2024Q4,2025-01-30,8.54857585979449,-5.565282872614185,11.531868846974794,17.09715171958898,1,0,0,0,17.09715171958898
GDP,GDPC1,2,after_month_1,2025Q2,Dynamic Factor Model,2025-05-15,2025-07-30,rolling_q80,1,1,0.8,2.003426976887153,2.925051983265803,0.9216250063786497,41,20,12,20,2025Q1,2025-04-30,5.071669100142477,-3.0682421232553243,7.075096077029631,10.143338200284955,1,0,0,0,10.143338200284955
GDP,GDPC1,2,after_month_1,2025Q2,Dynamic Factor Model,2025-05-15,2025-07-30,gaussian_rmse,0,1,0.8,2.003426976887153,2.925051983265803,0.9216250063786497,41,20,12,20,2025Q1,2025-04-30,8.346100828293116,-6.342673851405962,10.34952780518027,16.69220165658623,1,0,0,0,16.69220165658623
GDP,GDPC1,2,after_month_1,2025Q3,Dynamic Factor Model,2025-08-15,2025-12-23,rolling_q80,1,1,0.8,2.256528272269362,4.2511297453771135,1.9946014731077515,42,20,12,20,2025Q2,2025-07-30,4.207832336754635,-1.9513040644852726,6.464360609023997,8.41566467350927,1,0,0,0,8.41566467350927
GDP,GDPC1,2,after_month_1,2025Q3,Dynamic Factor Model,2025-08-15,2025-12-23,gaussian_rmse,0,1,0.8,2.256528272269362,4.2511297453771135,1.9946014731077515,42,20,12,20,2025Q2,2025-07-30,4.7296761118249515,-2.4731478395555895,6.9862043840943135,9.459352223649903,1,0,0,0,9.459352223649903
GDP,GDPC1,2,after_month_1,2025Q4,Dynamic Factor Model,2025-11-15,2026-02-20,rolling_q80,1,1,0.8,1.7365958319597818,1.4125209345351664,-0.3240748974246155,42,20,12,20,2025Q2,2025-07-30,4.207832336754635,-2.471236504794853,5.944428168714417,8.41566467350927,1,0,0,0,8.41566467350927
GDP,GDPC1,2,after_month_1,2025Q4,Dynamic Factor Model,2025-11-15,2026-02-20,gaussian_rmse,0,1,0.8,1.7365958319597818,1.4125209345351664,-0.3240748974246155,42,20,12,20,2025Q2,2025-07-30,4.7296761118249515,-2.9930802798651697,6.466271943784733,9.459352223649903,1,0,0,0,9.459352223649903
GDP,GDPC1,2,after_month_1,2026Q1,Dynamic Factor Model,2026-02-15,2026-04-30,rolling_q80,1,1,0.8,2.8159737333676316,1.970185534602109,-0.8457881987655225,43,20,12,20,2025Q3,2025-12-23,3.703374083399538,-0.8874003500319065,6.519347816767169,7.406748166799076,1,0,0,0,7.406748166799076
GDP,GDPC1,2,after_month_1,2026Q1,Dynamic Factor Model,2026-02-15,2026-04-30,gaussian_rmse,0,1,0.8,2.8159737333676316,1.970185534602109,-0.8457881987655225,43,20,12,20,2025Q3,2025-12-23,3.375640637652412,-0.5596669042847804,6.1916143710200435,6.751281275304824,1,0,0,0,6.751281275304824
GDP,GDPC1,3,after_month_2,2023Q2,Bridge–DFM Ensemble,2023-06-15,2023-07-27,rolling_q80,1,1,0.8,2.3459478743075555,2.3856035174837587,0.03965564317620318,33,20,12,20,2023Q1,2023-04-27,5.966475787988578,-3.620527913681023,8.312423662296133,11.932951575977157,1,0,0,0,11.932951575977157
GDP,GDPC1,3,after_month_2,2023Q2,Bridge–DFM Ensemble,2023-06-15,2023-07-27,gaussian_rmse,0,1,0.8,2.3459478743075555,2.3856035174837587,0.03965564317620318,33,20,12,20,2023Q1,2023-04-27,4.892198859653141,-2.5462509853455857,7.238146733960697,9.784397719306282,1,0,0,0,9.784397719306282
GDP,GDPC1,3,after_month_2,2023Q3,Bridge–DFM Ensemble,2023-09-15,2023-10-26,rolling_q80,1,1,0.8,2.1794200406009305,4.762763859133656,2.5833438185327258,34,20,12,20,2023Q2,2023-07-27,5.966475787988578,-3.787055747387648,8.14589582858951,11.932951575977157,1,0,0,0,11.932951575977157
GDP,GDPC1,3,after_month_2,2023Q3,Bridge–DFM Ensemble,2023-09-15,2023-10-26,gaussian_rmse,0,1,0.8,2.1794200406009305,4.762763859133656,2.5833438185327258,34,20,12,20,2023Q2,2023-07-27,4.888614764037168,-2.7091947234362377,7.068034804638099,9.777229528074336,1,0,0,0,9.777229528074336
GDP,GDPC1,3,after_month_2,2023Q4,Bridge–DFM Ensemble,2023-12-15,2024-01-25,rolling_q80,1,1,0.8,2.3825579122736817,3.226814258368904,0.8442563460952224,35,20,12,20,2023Q3,2023-10-26,5.966475787988578,-3.5839178757148966,8.349033700262261,11.932951575977157,1,0,0,0,11.932951575977157
GDP,GDPC1,3,after_month_2,2023Q4,Bridge–DFM Ensemble,2023-12-15,2024-01-25,gaussian_rmse,0,1,0.8,2.3825579122736817,3.226814258368904,0.8442563460952224,35,20,12,20,2023Q3,2023-10-26,4.94245526755356,-2.559897355279878,7.325013179827241,9.88491053510712,1,0,0,0,9.88491053510712
GDP,GDPC1,3,after_month_2,2024Q1,Bridge–DFM Ensemble,2024-03-15,2024-04-25,rolling_q80,1,1,0.8,1.5695699885769705,1.5773785873641089,0.007808598787138354,36,20,12,20,2023Q4,2024-01-25,5.966475787988578,-4.396905799411607,7.536045776565549,11.932951575977157,1,0,0,0,11.932951575977157
GDP,GDPC1,3,after_month_2,2024Q1,Bridge–DFM Ensemble,2024-03-15,2024-04-25,gaussian_rmse,0,1,0.8,1.5695699885769705,1.5773785873641089,0.007808598787138354,36,20,12,20,2023Q4,2024-01-25,4.94707042838267,-3.3775004398056994,6.516640416959641,9.89414085676534,1,0,0,0,9.89414085676534
GDP,GDPC1,3,after_month_2,2024Q2,Bridge–DFM Ensemble,2024-06-15,2024-07-25,rolling_q80,1,1,0.8,2.2801762982087608,2.802039266677525,0.5218629684687643,37,20,12,20,2024Q1,2024-04-25,5.966475787988578,-3.6862994897798176,8.24665208619734,11.932951575977157,1,0,0,0,11.932951575977157
GDP,GDPC1,3,after_month_2,2024Q2,Bridge–DFM Ensemble,2024-06-15,2024-07-25,gaussian_rmse,0,1,0.8,2.2801762982087608,2.802039266677525,0.5218629684687643,37,20,12,20,2024Q1,2024-04-25,4.943273375352452,-2.663097077143691,7.223449673561213,9.886546750704904,1,0,0,0,9.886546750704904
GDP,GDPC1,3,after_month_2,2024Q3,Bridge–DFM Ensemble,2024-09-15,2024-10-30,rolling_q80,1,1,0.8,1.1486244347223555,2.7863912480171393,1.6377668132947838,38,20,12,20,2024Q2,2024-07-25,5.966475787988578,-4.817851353266223,7.115100222710934,11.932951575977157,1,0,0,0,11.932951575977157
GDP,GDPC1,3,after_month_2,2024Q3,Bridge–DFM Ensemble,2024-09-15,2024-10-30,gaussian_rmse,0,1,0.8,1.1486244347223555,2.7863912480171393,1.6377668132947838,38,20,12,20,2024Q2,2024-07-25,4.9429854329241705,-3.7943609982018147,6.091609867646526,9.885970865848341,1,0,0,0,9.885970865848341
GDP,GDPC1,3,after_month_2,2024Q4,Bridge–DFM Ensemble,2024-12-15,2025-01-30,rolling_q80,1,1,0.8,1.962646656556656,2.2264988560046106,0.26385219944795457,39,20,12,20,2024Q3,2024-10-30,5.966475787988578,-4.003829131431923,7.929122444545234,11.932951575977157,1,0,0,0,11.932951575977157
GDP,GDPC1,3,after_month_2,2024Q4,Bridge–DFM Ensemble,2024-12-15,2025-01-30,gaussian_rmse,0,1,0.8,1.962646656556656,2.2264988560046106,0.26385219944795457,39,20,12,20,2024Q3,2024-10-30,4.965120958229935,-3.002474301673279,6.927767614786591,9.93024191645987,1,0,0,0,9.93024191645987
GDP,GDPC1,3,after_month_2,2025Q1,Bridge–DFM Ensemble,2025-03-15,2025-04-30,rolling_q80,1,1,0.8,2.3145635657787023,-0.27643155746019943,-2.5909951232389017,40,20,12,20,2024Q4,2025-01-30,5.966475787988578,-3.651912222209876,8.28103935376728,11.932951575977157,1,0,0,0,11.932951575977157
GDP,GDPC1,3,after_month_2,2025Q1,Bridge–DFM Ensemble,2025-03-15,2025-04-30,gaussian_rmse,0,1,0.8,2.3145635657787023,-0.27643155746019943,-2.5909951232389017,40,20,12,20,2024Q4,2025-01-30,4.964047743523349,-2.649484177744647,7.278611309302052,9.928095487046699,1,0,0,0,9.928095487046699
GDP,GDPC1,3,after_month_2,2025Q2,Bridge–DFM Ensemble,2025-06-15,2025-07-30,rolling_q80,1,1,0.8,1.990361667207023,2.925051983265803,0.9346903160587798,41,20,12,20,2025Q1,2025-04-30,5.576566244059757,-3.586204576852734,7.56692791126678,11.153132488119514,1,0,0,0,11.153132488119514
GDP,GDPC1,3,after_month_2,2025Q2,Bridge–DFM Ensemble,2025-06-15,2025-07-30,gaussian_rmse,0,1,0.8,1.990361667207023,2.925051983265803,0.9346903160587798,41,20,12,20,2025Q1,2025-04-30,4.575151310348486,-2.5847896431414634,6.565512977555509,9.150302620696973,1,0,0,0,9.150302620696973
GDP,GDPC1,3,after_month_2,2025Q3,Bridge–DFM Ensemble,2025-09-15,2025-12-23,rolling_q80,1,1,0.8,1.6711641922597553,4.2511297453771135,2.579965553117358,42,20,12,20,2025Q2,2025-07-30,4.946350091444006,-3.2751858991842506,6.617514283703761,9.892700182888012,1,0,0,0,9.892700182888012
GDP,GDPC1,3,after_month_2,2025Q3,Bridge–DFM Ensemble,2025-09-15,2025-12-23,gaussian_rmse,0,1,0.8,1.6711641922597553,4.2511297453771135,2.579965553117358,42,20,12,20,2025Q2,2025-07-30,4.252107894917205,-2.5809437026574495,5.92327208717696,8.50421578983441,1,0,0,0,8.50421578983441
GDP,GDPC1,3,after_month_2,2025Q4,Bridge–DFM Ensemble,2025-12-15,2026-02-20,rolling_q80,1,1,0.8,1.3434763958319373,1.4125209345351664,0.06904453870322902,42,20,12,20,2025Q2,2025-07-30,4.946350091444006,-3.6028736956120686,6.289826487275944,9.892700182888012,1,0,0,0,9.892700182888012
GDP,GDPC1,3,after_month_2,2025Q4,Bridge–DFM Ensemble,2025-12-15,2026-02-20,gaussian_rmse,0,1,0.8,1.3434763958319373,1.4125209345351664,0.06904453870322902,42,20,12,20,2025Q2,2025-07-30,4.252107894917205,-2.9086314990852675,5.595584290749143,8.50421578983441,1,0,0,0,8.50421578983441
GDP,GDPC1,3,after_month_2,2026Q1,Bridge–DFM Ensemble,2026-03-15,2026-04-30,rolling_q80,1,1,0.8,3.320830664482962,1.970185534602109,-1.3506451298808528,44,20,12,20,2025Q4,2026-02-20,2.5909951232389017,0.7298355412440602,5.911825787721863,5.1819902464778025,1,0,0,0,5.1819902464778025
GDP,GDPC1,3,after_month_2,2026Q1,Bridge–DFM Ensemble,2026-03-15,2026-04-30,gaussian_rmse,0,1,0.8,3.320830664482962,1.970185534602109,-1.3506451298808528,44,20,12,20,2025Q4,2026-02-20,3.3655031274174823,-0.04467246293452032,6.686333791900444,6.7310062548349645,1,0,0,0,6.7310062548349645
GDP,GDPC1,4,quarter_end,2023Q2,Rolling Bridge–DFM Ensemble,2023-06-30,2023-07-27,rolling_q80,1,1,0.8,2.5758594883958725,2.3856035174837587,-0.19025597091211388,33,20,12,20,2023Q1,2023-04-27,5.47740783870001,-2.9015483503041377,8.053267327095883,10.95481567740002,1,0,0,0,10.95481567740002
GDP,GDPC1,4,quarter_end,2023Q2,Rolling Bridge–DFM Ensemble,2023-06-30,2023-07-27,gaussian_rmse,0,1,0.8,2.5758594883958725,2.3856035174837587,-0.19025597091211388,33,20,12,20,2023Q1,2023-04-27,4.76203586682099,-2.1861763784251176,7.337895355216863,9.52407173364198,1,0,0,0,9.52407173364198
GDP,GDPC1,4,quarter_end,2023Q3,Rolling Bridge–DFM Ensemble,2023-09-30,2023-10-26,rolling_q80,1,1,0.8,1.9381876977046764,4.762763859133656,2.82457616142898,34,20,12,20,2023Q2,2023-07-27,5.47740783870001,-3.539220140995334,7.415595536404687,10.95481567740002,1,0,0,0,10.95481567740002
GDP,GDPC1,4,quarter_end,2023Q3,Rolling Bridge–DFM Ensemble,2023-09-30,2023-10-26,gaussian_rmse,0,1,0.8,1.9381876977046764,4.762763859133656,2.82457616142898,34,20,12,20,2023Q2,2023-07-27,4.760084052039099,-2.821896354334423,6.698271749743776,9.520168104078198,1,0,0,0,9.520168104078198
GDP,GDPC1,4,quarter_end,2023Q4,Rolling Bridge–DFM Ensemble,2023-12-31,2024-01-25,rolling_q80,1,1,0.8,2.562046473092513,3.226814258368904,0.6647677852763909,35,20,12,20,2023Q3,2023-10-26,5.47740783870001,-2.915361365607497,8.039454311792523,10.95481567740002,1,0,0,0,10.95481567740002
GDP,GDPC1,4,quarter_end,2023Q4,Rolling Bridge–DFM Ensemble,2023-12-31,2024-01-25,gaussian_rmse,0,1,0.8,2.562046473092513,3.226814258368904,0.6647677852763909,35,20,12,20,2023Q3,2023-10-26,4.827360723531818,-2.265314250439305,7.389407196624331,9.654721447063636,1,0,0,0,9.654721447063636
GDP,GDPC1,4,quarter_end,2024Q1,Rolling Bridge–DFM Ensemble,2024-03-31,2024-04-25,rolling_q80,1,1,0.8,2.17493322010623,1.5773785873641089,-0.5975546327421211,36,20,12,20,2023Q4,2024-01-25,5.47740783870001,-3.3024746185937803,7.65234105880624,10.95481567740002,1,0,0,0,10.95481567740002
GDP,GDPC1,4,quarter_end,2024Q1,Rolling Bridge–DFM Ensemble,2024-03-31,2024-04-25,gaussian_rmse,0,1,0.8,2.17493322010623,1.5773785873641089,-0.5975546327421211,36,20,12,20,2023Q4,2024-01-25,4.8298683845655965,-2.6549351644593666,7.004801604671826,9.659736769131193,1,0,0,0,9.659736769131193
GDP,GDPC1,4,quarter_end,2024Q2,Rolling Bridge–DFM Ensemble,2024-06-30,2024-07-25,rolling_q80,1,1,0.8,2.1608104972489843,2.802039266677525,0.6412287694285408,37,20,12,20,2024Q1,2024-04-25,5.47740783870001,-3.316597341451026,7.638218335948995,10.95481567740002,1,0,0,0,10.95481567740002
GDP,GDPC1,4,quarter_end,2024Q2,Rolling Bridge–DFM Ensemble,2024-06-30,2024-07-25,gaussian_rmse,0,1,0.8,2.1608104972489843,2.802039266677525,0.6412287694285408,37,20,12,20,2024Q1,2024-04-25,4.824417272271333,-2.6636067750223487,6.985227769520318,9.648834544542666,1,0,0,0,9.648834544542666
GDP,GDPC1,4,quarter_end,2024Q3,Rolling Bridge–DFM Ensemble,2024-09-30,2024-10-30,rolling_q80,1,1,0.8,1.7912006643019205,2.7863912480171393,0.9951905837152188,38,20,12,20,2024Q2,2024-07-25,5.47740783870001,-3.6862071743980898,7.26860850300193,10.95481567740002,1,0,0,0,10.95481567740002
GDP,GDPC1,4,quarter_end,2024Q3,Rolling Bridge–DFM Ensemble,2024-09-30,2024-10-30,gaussian_rmse,0,1,0.8,1.7912006643019205,2.7863912480171393,0.9951905837152188,38,20,12,20,2024Q2,2024-07-25,4.825821748053992,-3.034621083752072,6.617022412355913,9.651643496107985,1,0,0,0,9.651643496107985
